,class,x,y,w,h,frameNo
1133,5,0.523611,0.367969,0.647222,0.117188,27652
959,5,0.505556,0.366406,0.633333,0.120312,27653
1543,5,0.498611,0.364844,0.630556,0.117188,27654
1352,5,0.481944,0.364844,0.608333,0.117188,27655
1159,5,0.470833,0.364844,0.591667,0.117188,27656
1331,5,0.451389,0.364844,0.602778,0.114063,27657
1750,5,0.4375,0.36875,0.586111,0.10625,27658
1560,5,0.427778,0.366406,0.577778,0.110937,27659
2181,5,0.397222,0.366406,0.605556,0.110937,27660
2375,5,0.384722,0.366406,0.591667,0.107813,27661
2161,5,0.377778,0.366406,0.594444,0.110937,27662
1968,5,0.355556,0.367188,0.588889,0.10625,27663
1747,5,0.35,0.366406,0.583333,0.107813,27664
1563,5,0.334722,0.366406,0.541667,0.104687,27665
